trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.6, 'e': 0.07332355751067665}",20,9,21.369917215912704,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.6, 'e': 0.07312724241271307}",25,15,20.720595304361517,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.6, 'e': 0.07293249574894728}",30,5,13.137739241626099,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
188,False,"{'a': 0.6, 'e': 0.07273929674533079}",25,5,39.86989971876877,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.6, 'e': 0.07254762501100116}",25,7,31.99952542130642,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.6, 'e': 0.07235746052924216}",20,16,7.228090731138393,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.6, 'e': 0.07216878364870323}",20,16,8.821267738008768,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.6, 'e': 0.07198157507486945}",25,1,31.244827397899968,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.6, 'e': 0.07179581586177382}",20,8,16.267865160121872,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.6, 'e': 0.0716114874039433}",25,17,11.107144190286776,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.6, 'e': 0.07142857142857142}",25,10,12.99739425677971,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.6, 'e': 0.07124704998790965}",20,3,10.99942921934934,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.6, 'e': 0.07106690545187015}",25,13,22.13614362670046,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.6, 'e': 0.07088812050083358}",25,18,12.76592734580763,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.6, 'e': 0.07071067811865475}",20,13,5.145058777825506,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.6, 'e': 0.07053456158585983}",20,12,15.195411711554293,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.6, 'e': 0.07035975447302918}",20,14,12.974846786931163,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.6, 'e': 0.07018624063435965}",30,16,21.665923074301137,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.6, 'e': 0.07001400420140048}",25,9,19.024215757478757,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.6, 'e': 0.06984302957695782}",20,0,29.596756973754765,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.6, 'e': 0.06967330142916177}",30,20,18.471249020041093,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.6, 'e': 0.06950480468569159}",25,13,8.702246866746442,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.6, 'e': 0.06933752452815364}",30,21,19.04964001279318,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.6, 'e': 0.06917144638660747}",20,14,12.685924051635759,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.6, 'e': 0.06900655593423542}",20,6,22.426553812057648,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.6, 'e': 0.06884283908215143}",20,3,27.63648323299615,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.6, 'e': 0.06868028197434452}",25,15,20.213189453085477,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.6, 'e': 0.06851887098275317}",20,10,17.095554484462728,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.6, 'e': 0.06835859270246633}",30,14,27.89967629820271,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.6, 'e': 0.06819943394704735}",30,15,22.952331578899646,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.6, 'e': 0.06804138174397717}",25,8,31.81113594146985,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.6, 'e': 0.06788442333021306}",25,14,20.405754221649687,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.6, 'e': 0.06772854614785964}",25,16,4.29434584149526,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.6, 'e': 0.06757373783994859}",20,13,14.226547976891178,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.6, 'e': 0.06741998624632421}",25,7,30.31115160499143,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.6, 'e': 0.06726727939963124}",20,16,9.898304267549022,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.6, 'e': 0.06711560552140243}",35,17,-9.636034065579295,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
222,False,"{'a': 0.6, 'e': 0.06696495301824251}",20,15,4.472312241512541,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.6, 'e': 0.0668153104781061}",20,6,20.438886782702596,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.6, 'e': 0.06666666666666667}",25,14,20.553695369032404,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.6, 'e': 0.06651901052377393}",20,15,-32.10798212447686,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
226,False,"{'a': 0.6, 'e': 0.0663723311599972}",25,8,13.756583536200852,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.6, 'e': 0.06622661785325219}",20,13,13.121760962563119,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.6, 'e': 0.06608186004550898}",30,11,36.45305180275413,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.6, 'e': 0.0659380473395787}",20,16,8.037875902385736,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.6, 'e': 0.0657951694959769}",20,15,11.023298436413656,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.6, 'e': 0.06565321642986127}",35,21,1.1246581852869177,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
232,False,"{'a': 0.6, 'e': 0.06551217820804184}",20,6,1.3585682740599425,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
233,False,"{'a': 0.6, 'e': 0.06537204504606134}",30,16,-22.852446757941152,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
234,False,"{'a': 0.6, 'e': 0.06523280730534423}",20,11,12.231338461170736,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.6, 'e': 0.06509445549041194}",20,12,1.276980579474964,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.6, 'e': 0.06495698024616309}",25,15,19.674116962507338,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.6, 'e': 0.06482037235521644}",20,10,18.756667903155353,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.6, 'e': 0.06468462273531508}",25,15,20.224460290787324,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.6, 'e': 0.06454972243679027}",25,16,-27.814090603379963,"{0: 7, 1: 0, 2: 0, 3: 2, 4: 0}",1
240,False,"{'a': 0.6, 'e': 0.06441566264008308}",20,10,-4.3437383711496835,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
241,False,"{'a': 0.6, 'e': 0.0642824346533225}",25,14,11.188772090464642,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.6, 'e': 0.06415002990995841}",20,8,16.60903518290962,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.6, 'e': 0.06401843996644799}",20,14,-2.1198386783942103,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.6, 'e': 0.06388765649999399}",20,15,12.163617396110507,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.6, 'e': 0.06375767130633382}",30,18,18.661440168087672,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.6, 'e': 0.06362847629757777}",20,14,9.683714681562344,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.6, 'e': 0.06350006350009525}",20,11,16.17175028356099,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.6, 'e': 0.06337242505244779}",20,14,9.316281144799834,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.6, 'e': 0.06324555320336758}",20,10,19.375415253771845,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.6, 'e': 0.06311944030978031}",25,13,23.989391703924863,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.6, 'e': 0.0629940788348712}",25,13,21.04105362840743,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.6, 'e': 0.06286946134619315}",20,0,32.273264809335544,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
253,False,"{'a': 0.6, 'e': 0.06274558051381586}",25,12,-21.68934213522151,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
254,False,"{'a': 0.6, 'e': 0.06262242910851495}",25,11,26.505348161327696,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.6, 'e': 0.0625}",20,11,15.311832764817147,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.6, 'e': 0.06237828615518053}",20,3,17.72756960566821,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.6, 'e': 0.062257280636469035}",20,16,8.914889578500215,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.6, 'e': 0.062136976600120006}",30,21,11.344667233350883,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.6, 'e': 0.062017367294604234}",20,13,-0.18390996544557225,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.6, 'e': 0.061898446059017294}",35,18,8.902046887165497,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
261,False,"{'a': 0.6, 'e': 0.06178020632152154}",20,11,4.2941782504894555,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.6, 'e': 0.061662641597820735}",25,13,17.616476849424185,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.6, 'e': 0.06154574548966636}",30,19,21.013491046571406,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.6, 'e': 0.06142951168339512}",20,12,4.124369668410841,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.6, 'e': 0.06131393394849658}",30,15,29.506742629430644,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.6, 'e': 0.06119900613621046}",20,10,17.3436506313442,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.6, 'e': 0.06108472217815261}",20,13,11.79077100393063,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.6, 'e': 0.06097107608496923}",20,8,20.430801355505555,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.6, 'e': 0.06085806194501846}",30,22,19.667680341633755,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.6, 'e': 0.0607456739230787}",20,13,5.7746226635012015,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.6, 'e': 0.06063390625908324}",25,15,15.98831711332569,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.6, 'e': 0.060522753266880246}",20,11,16.310126977745533,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.6, 'e': 0.0604122093330177}",30,17,25.871097373518282,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.6, 'e': 0.060302268915552716}",25,6,26.578075487639794,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.6, 'e': 0.0601929265428846}",20,15,-12.286296229235049,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
276,False,"{'a': 0.6, 'e': 0.06008417681261097}",30,14,21.36787589378772,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.6, 'e': 0.05997601439040672}",25,15,20.26779013711871,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.6, 'e': 0.05986843400892496}",25,16,21.224601688164753,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.6, 'e': 0.05976143046671968}",25,1,30.617281206856227,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.6, 'e': 0.05965499862718936}",25,8,31.773971113352015,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.6, 'e': 0.05954913341754137}",30,17,5.996459352088211,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
282,False,"{'a': 0.6, 'e': 0.0594438298277764}",20,0,24.209912288390107,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.6, 'e': 0.05933908290969266}",20,9,19.798158877947373,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.6, 'e': 0.05923488777590923}",20,14,9.528382990110511,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.6, 'e': 0.05913123959890826}",25,14,16.44403227800517,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.6, 'e': 0.059028133610095526}",30,0,44.559517287057076,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
287,False,"{'a': 0.6, 'e': 0.05892556509887897}",20,4,21.134239156993946,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.6, 'e': 0.058823529411764705}",20,6,23.440733923600252,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.6, 'e': 0.058722021951470346}",20,9,20.752736673322698,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.6, 'e': 0.05862103817605492}",25,12,22.510913231475914,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.6, 'e': 0.058520573598065284}",30,20,23.19589553173594,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.6, 'e': 0.0584206237836986}",25,11,26.121459999667454,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.6, 'e': 0.05832118435198043}",20,8,8.870058184955456,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.6, 'e': 0.0582222509739582}",20,14,13.733762256210658,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.6, 'e': 0.05812381937190964}",20,12,15.49507316772424,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.6, 'e': 0.058025885318565944}",20,15,10.728415805393,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.6, 'e': 0.057928444636349226}",25,15,17.36942224489887,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.6, 'e': 0.05783149319662402}",30,14,32.487734731745974,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.6, 'e': 0.05773502691896257}",30,8,24.653678694799694,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.6, 'e': 0.0576390417704235}",20,8,22.218931038585428,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.6, 'e': 0.0575435337648436}",30,8,29.93909763196977,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.6, 'e': 0.0574484989621426}",35,24,16.862169383892223,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.6, 'e': 0.057353933467640436}",20,13,12.322429621119545,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.6, 'e': 0.057259833431386825}",25,10,29.3216811955728,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.6, 'e': 0.05716619504750295}",20,14,12.114297564426508,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.6, 'e': 0.05707301455353496}",25,10,30.41972778909307,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.6, 'e': 0.05698028822981897}",25,8,29.289556444562933,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.6, 'e': 0.05688801239885743}",20,11,3.5768551142464116,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.6, 'e': 0.05679618342470648}",20,15,0.4766114024024277,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.6, 'e': 0.05670479771237427}",20,12,12.826926604668332,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.6, 'e': 0.05661385170722978}",20,1,29.16059866132433,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.6, 'e': 0.05652334189442215}",35,8,49.98763952525555,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.6, 'e': 0.05643326479831003}",20,8,16.02362224625958,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.6, 'e': 0.0563436169819011}",25,17,15.603669832181984,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.6, 'e': 0.0562543950463012}",25,5,36.82889447431002,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.6, 'e': 0.05616559563017304}",30,19,19.398732990234382,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.6, 'e': 0.056077215409204434}",30,16,27.335632054607395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.6, 'e': 0.05598925109558543}",25,11,23.36566752188434,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.6, 'e': 0.05590169943749474}",25,15,21.788401654165845,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.6, 'e': 0.05581455721859476}",25,14,18.891740558927037,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.6, 'e': 0.05572782125753528}",25,13,22.84288235701895,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.6, 'e': 0.055641488407465724}",20,15,8.856142337563455,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.6, 'e': 0.05555555555555555}",30,13,35.3104170334267,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.6, 'e': 0.05547001962252291}",20,14,11.373678139962415,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.6, 'e': 0.05538487756217113}",20,8,21.26297057062943,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.6, 'e': 0.0553001263609331}",20,7,23.509337528577387,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.6, 'e': 0.05521576303742327}",20,12,1.4220293021380896,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.6, 'e': 0.055131784641997125}",20,9,3.618343761336586,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.6, 'e': 0.055048188256318034}",20,15,9.135291074410663,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.6, 'e': 0.05496497099293127}",35,21,30.482359028398694,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.6, 'e': 0.05488212999484517}",20,12,14.6027124379026,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.6, 'e': 0.0547996624351191}",20,3,31.209532265374627,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.6, 'e': 0.054717565516458275}",25,18,12.220983438481447,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.6, 'e': 0.05463583647081531}",20,16,7.381295482797185,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.6, 'e': 0.0545544725589981}",20,10,16.44797810160633,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.6, 'e': 0.05447347107028433}",25,13,20.95653920430136,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.6, 'e': 0.05439282932204212}",20,10,21.698682130561284,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.6, 'e': 0.054312544659356844}",30,10,32.10077738072024,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.6, 'e': 0.05423261445466404}",30,13,25.463780949400174,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.6, 'e': 0.05415303610738823}",20,10,19.575390598941922,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.6, 'e': 0.05407380704358752}",20,9,10.374493783318178,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.6, 'e': 0.05399492471560388}",20,10,18.72168281146987,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.6, 'e': 0.053916386601719206}",20,6,25.26154677685812,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.6, 'e': 0.05383819020581655}",30,16,-15.750115954586578,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
345,False,"{'a': 0.6, 'e': 0.053760333057047034}",20,12,2.2941179214931533,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.6, 'e': 0.0536828127095019}",30,16,27.10154942964688,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.6, 'e': 0.05360562674188974}",30,16,24.60615082635441,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.6, 'e': 0.05352877275721892}",20,6,2.97816830032635,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
349,False,"{'a': 0.6, 'e': 0.05345224838248487}",20,13,15.526704129258825,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.6, 'e': 0.05337605126836238}",20,0,32.091388640712275,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
351,False,"{'a': 0.6, 'e': 0.053300179088902604}",20,10,17.7604447552568,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.6, 'e': 0.05322462954123495}",25,15,17.35334469994234,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.6, 'e': 0.05314940034527339}",30,17,24.695335975590634,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.6, 'e': 0.053074489243427524}",25,16,-24.628371226306076,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
355,False,"{'a': 0.6, 'e': 0.052999894000318}",20,13,-9.041993705738257,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
356,False,"{'a': 0.6, 'e': 0.05292561240249631}",25,20,10.644299010186508,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.6, 'e': 0.05285164225816899}",20,12,9.537402929243697,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.6, 'e': 0.05277798139692595}",30,15,17.430128221321553,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.6, 'e': 0.05270462766947299}",20,13,12.801362087181248,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.6, 'e': 0.05263157894736842}",30,18,18.299733037900243,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.6, 'e': 0.052558833122763673}",20,9,22.469028640244588,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.6, 'e': 0.0524863881081478}",25,7,28.441974129235916,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.6, 'e': 0.052414241836095915}",20,8,20.023757546019898,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.6, 'e': 0.052342392259021375}",25,17,-9.43886049794954,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
365,False,"{'a': 0.6, 'e': 0.05227083734893167}",20,8,18.20450203112414,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.6, 'e': 0.052199575097188054}",25,1,-56.198765039453235,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 2}",1
367,False,"{'a': 0.6, 'e': 0.05212860351426869}",20,6,18.836131852972198,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.6, 'e': 0.052057920629535355}",20,6,21.42358502680871,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.6, 'e': 0.05198752449100364}",25,2,-8.903828968628957,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
